z,population
z001286,3413034.0607
z001287,3591687.2854
z001288,4617282.306
z001289,2036367.5093
z001290,3192507.3475
z001291,3728663.7307
z001292,4754258.7513
z001293,2774538.4443
z001294,3930678.2825
z001295,4109331.5072
z001296,5134926.5279
z001297,1913311.251
z001298,3067838.5086
z001299,3173625.599
z001300,4199220.6196
z001301,2547673.965
z001302,3702201.2226
z001303,3595899.404
z001304,4621494.4246
z001305,2474157.1153
z001306,3628684.3729
z001307,3734471.4633
z001308,4760066.4839
z001309,3065318.1869
z001310,4219845.4445
z001311,4113543.6258
z001312,5139138.6464
z001313,1871433.4568
z001314,3027573.295
z001315,3359030.8671
z001316,4384625.8878
z001317,2264771.5143
z001318,3420911.3525
z001319,3597194.7416
z001320,4622789.7622
z001321,2397904.3074
z001322,3554044.1456
z001323,3885501.7177
z001324,4911096.7383
z001325,2779092.676
z001326,3935232.5142
z001327,4111515.9033
z001328,5137110.9239
z001329,2178038.9512
z001330,3332566.2088
z001331,3362924.1471
z001332,4388519.1677
z001333,2552862.5826
z001334,3707389.8402
z001335,3601088.0216
z001336,4626683.0422
z001337,2704509.8018
z001338,3859037.0594
z001339,3889394.9977
z001340,4914990.0183
z001341,3067183.7443
z001342,4221711.0019
z001343,4115409.1832
z001344,5141004.2039
z001345,1712215.2684
z001346,2868355.1066
z001347,3265554.5398
z001348,4291149.5604
z001349,2256894.2224
z001350,3413034.0607
z001351,3591687.2854
z001352,4617282.306
z001353,2273061.1327
z001354,3429200.9709
z001355,3826400.4041
z001356,4851995.4247
z001357,2774538.4443
z001358,3930678.2825
z001359,4109331.5072
z001360,5134926.5279
z001361,2149175.1808
z001362,3303702.4383
z001363,3271362.2723
z001364,4296957.2929
z001365,2547673.965
z001366,3702201.2226
z001367,3595899.404
z001368,4621494.4246
z001369,2710021.0451
z001370,3864548.3026
z001371,3832208.1366
z001372,4857803.1572
z001373,3065318.1869
z001374,4219845.4445
z001375,4113543.6258
z001376,5139138.6464
z001377,2043277.6778
z001378,3199417.5161
z001379,3434760.7052
z001380,4460355.7258
z001381,2264771.5143
z001382,3420911.3525
z001383,3597194.7416
z001384,4622789.7622
z001385,2569748.5284
z001386,3725888.3666
z001387,3961231.5557
z001388,4986826.5763
z001389,2779092.676
z001390,3935232.5142
z001391,4111515.9033
z001392,5137110.9239
z001393,2349883.1723
z001394,3504410.4298
z001395,3438653.9852
z001396,4464249.0058
z001397,2552862.5826
z001398,3707389.8402
z001399,3601088.0216
z001400,4626683.0422
z001401,2876354.0228
z001402,4030881.2804
z001403,3965124.8357
z001404,4990719.8563
z001405,3067183.7443
z001406,4221711.0019
z001407,4115409.1832
z001408,5141004.2039
z001409,2057365.0049
z001410,2662185.9657
z001411,3614997.592
z001412,4195184.1063
z001413,2838737.5823
z001414,3443558.5432
z001415,4038867.011
z001416,4619053.5252
z001417,2618210.8692
z001418,3223031.83
z001419,4175843.4563
z001420,4756029.9706
z001421,3356381.8042
z001422,3961202.7651
z001423,4556511.2328
z001424,5136697.7471
z001425,2475009.5307
z001426,3079830.4916
z001427,3620805.3245
z001428,4200991.8388
z001429,3109372.2448
z001430,3714193.2057
z001431,4043079.1296
z001432,4623265.6438
z001433,3035855.395
z001434,3640676.3559
z001435,4181651.1888
z001436,4761837.7031
z001437,3627016.4667
z001438,4231837.4275
z001439,4560723.3514
z001440,5140909.8657
z001441,2453276.8167
z001442,3058097.7776
z001443,3806210.5927
z001444,4386397.107
z001445,2846614.8742
z001446,3451435.8351
z001447,4044374.4672
z001448,4624560.9814
z001449,2979747.6672
z001450,3584568.6281
z001451,4332681.4433
z001452,4912867.9575
z001453,3360936.0358
z001454,3965756.9967
z001455,4558695.6289
z001456,5138882.1431
z001457,2739737.231
z001458,3344558.1919
z001459,3810103.8727
z001460,4390290.3869
z001461,3114560.8624
z001462,3719381.8233
z001463,4048267.7472
z001464,4628454.2614
z001465,3266208.0815
z001466,3871029.0424
z001467,4336574.7232
z001468,4916761.2375
z001469,3628882.0241
z001470,4233702.9849
z001471,4562588.9088
z001472,5142775.4231
z001473,2294058.6283
z001474,2898879.5891
z001475,3712734.2654
z001476,4292920.7796
z001477,2838737.5823
z001478,3443558.5432
z001479,4038867.011
z001480,4619053.5252
z001481,2854904.4926
z001482,3459725.4535
z001483,4273580.1297
z001484,4853766.6439
z001485,3356381.8042
z001486,3961202.7651
z001487,4556511.2328
z001488,5136697.7471
z001489,2710873.4605
z001490,3315694.4214
z001491,3718541.9979
z001492,4298728.5122
z001493,3109372.2448
z001494,3714193.2057
z001495,4043079.1296
z001496,4623265.6438
z001497,3271719.3248
z001498,3876540.2857
z001499,4279387.8622
z001500,4859574.3765
z001501,3627016.4667
z001502,4231837.4275
z001503,4560723.3514
z001504,5140909.8657
z001505,2625121.0377
z001506,3229941.9986
z001507,3881940.4308
z001508,4462126.945
z001509,2846614.8742
z001510,3451435.8351
z001511,4044374.4672
z001512,4624560.9814
z001513,3151591.8882
z001514,3756412.8491
z001515,4408411.2813
z001516,4988597.7956
z001517,3360936.0358
z001518,3965756.9967
z001519,4558695.6289
z001520,5138882.1431
z001521,2911581.452
z001522,3516402.4129
z001523,3885833.7108
z001524,4466020.225
z001525,3114560.8624
z001526,3719381.8233
z001527,4048267.7472
z001528,4628454.2614
z001529,3438052.3026
z001530,4042873.2634
z001531,4412304.5613
z001532,4992491.0755
z001533,3628882.0241
z001534,4233702.9849
z001535,4562588.9088
z001536,5142775.4231
z001537,576749.0391
z001538,1732888.8773
z001539,3241291.5049
z001540,4266886.5255
z001541,2099862.331
z001542,3256002.1692
z001543,3665160.9238
z001544,4690755.9444
z001545,1137594.9034
z001546,2293734.7416
z001547,3802137.3692
z001548,4827732.3898
z001549,2617506.5529
z001550,3773646.3911
z001551,4182805.1457
z001552,5208400.1663
z001553,1633327.4633
z001554,2787854.7209
z001555,3247099.2374
z001556,4272694.258
z001557,2561684.7409
z001558,3716211.9984
z001559,3669373.0424
z001560,4694968.063
z001561,2194173.3276
z001562,3348700.5852
z001563,3807945.1017
z001564,4833540.1223
z001565,3079328.9627
z001566,4233856.2203
z001567,4187017.2643
z001568,5212612.2849
z001569,1099897.5316
z001570,2256037.3698
z001571,3432504.5056
z001572,4458099.5262
z001573,2107739.6229
z001574,3263879.4611
z001575,3670668.38
z001576,4696263.4006
z001577,1626368.3821
z001578,2782508.2203
z001579,3958975.3561
z001580,4984570.3767
z001581,2622060.7845
z001582,3778200.6227
z001583,4184989.5417
z001584,5210584.5623
z001585,1917176.6578
z001586,3071703.9154
z001587,3436397.7856
z001588,4461992.8062
z001589,2566873.3585
z001590,3721400.6161
z001591,3674561.66
z001592,4700156.6806
z001593,2443647.5083
z001594,3598174.7659
z001595,3962868.6361
z001596,4988463.6567
z001597,3081194.5201
z001598,4235721.7777
z001599,4188882.8217
z001600,5214477.8423
z001601,1062991.6087
z001602,2219131.447
z001603,3339028.1783
z001604,4364623.1989
z001605,2099862.331
z001606,3256002.1692
z001607,3665160.9238
z001608,4690755.9444
z001609,1623837.473
z001610,2779977.3113
z001611,3899874.0426
z001612,4925469.0632
z001613,2617506.5529
z001614,3773646.3911
z001615,4182805.1457
z001616,5208400.1663
z001617,2046758.2701
z001618,3201285.5277
z001619,3344835.9108
z001620,4370430.9314
z001621,2561684.7409
z001622,3716211.9984
z001623,3669373.0424
z001624,4694968.063
z001625,2607604.1344
z001626,3762131.392
z001627,3905681.7751
z001628,4931276.7957
z001629,3079328.9627
z001630,4233856.2203
z001631,4187017.2643
z001632,5212612.2849
z001633,1468038.7691
z001634,2624178.6073
z001635,3508234.3436
z001636,4533829.3642
z001637,2107739.6229
z001638,3263879.4611
z001639,3670668.38
z001640,4696263.4006
z001641,1994509.6196
z001642,3150649.4578
z001643,4034705.1942
z001644,5060300.2148
z001645,2622060.7845
z001646,3778200.6227
z001647,4184989.5417
z001648,5210584.5623
z001649,2247466.2616
z001650,3401993.5191
z001651,3512127.6236
z001652,4537722.6442
z001653,2566873.3585
z001654,3721400.6161
z001655,3674561.66
z001656,4700156.6806
z001657,2773937.1121
z001658,3928464.3697
z001659,4038598.4742
z001660,5064193.4948
z001661,3081194.5201
z001662,4235721.7777
z001663,4188882.8217
z001664,5214477.8423
z001665,1158592.399
z001666,1763413.3599
z001667,3688471.2305
z001668,4268657.7447
z001669,2681705.6908
z001670,3286526.6517
z001671,4112340.6494
z001672,4692527.1636
z001673,1719438.2633
z001674,2324259.2242
z001675,4249317.0948
z001676,4829503.609
z001677,3199349.9127
z001678,3804170.8736
z001679,4629984.8713
z001680,5210171.3855
z001681,2195025.7431
z001682,2799846.704
z001683,3694278.963
z001684,4274465.4772
z001685,3123383.0206
z001686,3728203.9815
z001687,4116552.768
z001688,4696739.2822
z001689,2755871.6074
z001690,3360692.5683
z001691,4255124.8273
z001692,4835311.3415
z001693,3641027.2425
z001694,4245848.2034
z001695,4634196.9899
z001696,5214383.5041
z001697,1681740.8915
z001698,2286561.8524
z001699,3879684.2312
z001700,4459870.7454
z001701,2689582.9827
z001702,3294403.9436
z001703,4117848.1056
z001704,4698034.6199
z001705,2208211.742
z001706,2813032.7029
z001707,4406155.0817
z001708,4986341.5959
z001709,3203904.1444
z001710,3808725.1053
z001711,4632169.2673
z001712,5212355.7815
z001713,2478874.9375
z001714,3083695.8984
z001715,3883577.5111
z001716,4463764.0254
z001717,3128571.6382
z001718,3733392.5991
z001719,4121741.3856
z001720,4701927.8998
z001721,3005345.7881
z001722,3610166.749
z001723,4410048.3617
z001724,4990234.8759
z001725,3642892.7999
z001726,4247713.7608
z001727,4636062.5473
z001728,5216249.0615
z001729,1644834.9686
z001730,2249655.9295
z001731,3786207.9038
z001732,4366394.4181
z001733,2681705.6908
z001734,3286526.6517
z001735,4112340.6494
z001736,4692527.1636
z001737,2205680.8329
z001738,2810501.7938
z001739,4347053.7681
z001740,4927240.2824
z001741,3199349.9127
z001742,3804170.8736
z001743,4629984.8713
z001744,5210171.3855
z001745,2608456.5498
z001746,3213277.5107
z001747,3792015.6364
z001748,4372202.1506
z001749,3123383.0206
z001750,3728203.9815
z001751,4116552.768
z001752,4696739.2822
z001753,3169302.4141
z001754,3774123.375
z001755,4352861.5007
z001756,4933048.0149
z001757,3641027.2425
z001758,4245848.2034
z001759,4634196.9899
z001760,5214383.5041
z001761,2049882.1289
z001762,2654703.0898
z001763,3955414.0692
z001764,4535600.5835
z001765,2689582.9827
z001766,3294403.9436
z001767,4117848.1056
z001768,4698034.6199
z001769,2576352.9795
z001770,3181173.9404
z001771,4481884.9198
z001772,5062071.434
z001773,3203904.1444
z001774,3808725.1053
z001775,4632169.2673
z001776,5212355.7815
z001777,2809164.5413
z001778,3413985.5022
z001779,3959307.3492
z001780,4539493.8634
z001781,3128571.6382
z001782,3733392.5991
z001783,4121741.3856
z001784,4701927.8998
z001785,3335635.3919
z001786,3940456.3528
z001787,4485778.1997
z001788,5065964.714
z001789,3642892.7999
z001790,4247713.7608
z001791,4636062.5473
z001792,5216249.0615
z001793,1567454.5698
z001794,2723594.408
z001795,3241291.5049
z001796,4266886.5255
z001797,2348827.1472
z001798,3504966.9854
z001799,3665160.9238
z001800,4690755.9444
z001801,2128300.4341
z001802,3284440.2723
z001803,3802137.3692
z001804,4827732.3898
z001805,2866471.3691
z001806,4022611.2073
z001807,4182805.1457
z001808,5208400.1663
z001809,2005244.1757
z001810,3159771.4333
z001811,3247099.2374
z001812,4272694.258
z001813,2639606.8898
z001814,3794134.1474
z001815,3669373.0424
z001816,4694968.063
z001817,2566090.04
z001818,3720617.2976
z001819,3807945.1017
z001820,4833540.1223
z001821,3157251.1117
z001822,4311778.3692
z001823,4187017.2643
z001824,5212612.2849
z001825,1963366.3816
z001826,3119506.2198
z001827,3432504.5056
z001828,4458099.5262
z001829,2356704.4391
z001830,3512844.2773
z001831,3670668.38
z001832,4696263.4006
z001833,2489837.2321
z001834,3645977.0704
z001835,3958975.3561
z001836,4984570.3767
z001837,2871025.6008
z001838,4027165.439
z001839,4184989.5417
z001840,5210584.5623
z001841,2269971.876
z001842,3424499.1336
z001843,3436397.7856
z001844,4461992.8062
z001845,2644795.5074
z001846,3799322.765
z001847,3674561.66
z001848,4700156.6806
z001849,2796442.7266
z001850,3950969.9841
z001851,3962868.6361
z001852,4988463.6567
z001853,3159116.6691
z001854,4313643.9267
z001855,4188882.8217
z001856,5214477.8423
z001857,1804148.1932
z001858,2960288.0314
z001859,3339028.1783
z001860,4364623.1989
z001861,2348827.1472
z001862,3504966.9854
z001863,3665160.9238
z001864,4690755.9444
z001865,2364994.0575
z001866,3521133.8957
z001867,3899874.0426
z001868,4925469.0632
z001869,2866471.3691
z001870,4022611.2073
z001871,4182805.1457
z001872,5208400.1663
z001873,2241108.1055
z001874,3395635.3631
z001875,3344835.9108
z001876,4370430.9314
z001877,2639606.8898
z001878,3794134.1474
z001879,3669373.0424
z001880,4694968.063
z001881,2801953.9698
z001882,3956481.2274
z001883,3905681.7751
z001884,4931276.7957
z001885,3157251.1117
z001886,4311778.3692
z001887,4187017.2643
z001888,5212612.2849
z001889,2135210.6026
z001890,3291350.4408
z001891,3508234.3436
z001892,4533829.3642
z001893,2356704.4391
z001894,3512844.2773
z001895,3670668.38
z001896,4696263.4006
z001897,2661681.4532
z001898,3817821.2914
z001899,4034705.1942
z001900,5060300.2148
z001901,2871025.6008
z001902,4027165.439
z001903,4184989.5417
z001904,5210584.5623
z001905,2441816.097
z001906,3596343.3546
z001907,3512127.6236
z001908,4537722.6442
z001909,2644795.5074
z001910,3799322.765
z001911,3674561.66
z001912,4700156.6806
z001913,2968286.9476
z001914,4122814.2051
z001915,4038598.4742
z001916,5064193.4948
z001917,3159116.6691
z001918,4313643.9267
z001919,4188882.8217
z001920,5214477.8423
z001921,2149297.9296
z001922,2754118.8905
z001923,3688471.2305
z001924,4268657.7447
z001925,2930670.5071
z001926,3535491.468
z001927,4112340.6494
z001928,4692527.1636
z001929,2710143.7939
z001930,3314964.7548
z001931,4249317.0948
z001932,4829503.609
z001933,3448314.7289
z001934,4053135.6898
z001935,4629984.8713
z001936,5210171.3855
z001937,2566942.4555
z001938,3171763.4164
z001939,3694278.963
z001940,4274465.4772
z001941,3201305.1696
z001942,3806126.1304
z001943,4116552.768
z001944,4696739.2822
z001945,3127788.3198
z001946,3732609.2807
z001947,4255124.8273
z001948,4835311.3415
z001949,3718949.3914
z001950,4323770.3523
z001951,4634196.9899
z001952,5214383.5041
z001953,2545209.7415
z001954,3150030.7024
z001955,3879684.2312
z001956,4459870.7454
z001957,2938547.799
z001958,3543368.7598
z001959,4117848.1056
z001960,4698034.6199
z001961,3071680.592
z001962,3676501.5529
z001963,4406155.0817
z001964,4986341.5959
z001965,3452868.9606
z001966,4057689.9215
z001967,4632169.2673
z001968,5212355.7815
z001969,2831670.1558
z001970,3436491.1167
z001971,3883577.5111
z001972,4463764.0254
z001973,3206493.7872
z001974,3811314.7481
z001975,4121741.3856
z001976,4701927.8998
z001977,3358141.0063
z001978,3962961.9672
z001979,4410048.3617
z001980,4990234.8759
z001981,3720814.9488
z001982,4325635.9097
z001983,4636062.5473
z001984,5216249.0615
z001985,2385991.553
z001986,2990812.5139
z001987,3786207.9038
z001988,4366394.4181
z001989,2930670.5071
z001990,3535491.468
z001991,4112340.6494
z001992,4692527.1636
z001993,2946837.4173
z001994,3551658.3782
z001995,4347053.7681
z001996,4927240.2824
z001997,3448314.7289
z001998,4053135.6898
z001999,4629984.8713
z002000,5210171.3855
z002001,2802806.3853
z002002,3407627.3462
z002003,3792015.6364
z002004,4372202.1506
z002005,3201305.1696
z002006,3806126.1304
z002007,4116552.768
z002008,4696739.2822
z002009,3363652.2496
z002010,3968473.2105
z002011,4352861.5007
z002012,4933048.0149
z002013,3718949.3914
z002014,4323770.3523
z002015,4634196.9899
z002016,5214383.5041
z002017,2717053.9625
z002018,3321874.9234
z002019,3955414.0692
z002020,4535600.5835
z002021,2938547.799
z002022,3543368.7598
z002023,4117848.1056
z002024,4698034.6199
z002025,3243524.813
z002026,3848345.7739
z002027,4481884.9198
z002028,5062071.434
z002029,3452868.9606
z002030,4057689.9215
z002031,4632169.2673
z002032,5212355.7815
z002033,3003514.3768
z002034,3608335.3377
z002035,3959307.3492
z002036,4539493.8634
z002037,3206493.7872
z002038,3811314.7481
z002039,4121741.3856
z002040,4701927.8998
z002041,3529985.2273
z002042,4134806.1882
z002043,4485778.1997
z002044,5065964.714
z002045,3720814.9488
z002046,4325635.9097
z002047,4636062.5473
z002048,5216249.0615
z002049,378545.0732
z002050,1612097.4053
z002051,3061546.8253
z002052,4164554.3398
z002053,1901658.3651
z002054,3135210.6972
z002055,3485416.2442
z002056,4588423.7587
z002057,939390.9375
z002058,2172943.2696
z002059,3622392.6896
z002060,4725400.2041
z002061,2419302.5869
z002062,3652854.919
z002063,4003060.4661
z002064,5106067.9806
z002065,1435123.4974
z002066,2667063.2489
z002067,3067354.5578
z002068,4170362.0723
z002069,2363480.775
z002070,3595420.5264
z002071,3489628.3628
z002072,4592635.8773
z002073,1995969.3617
z002074,3227909.1132
z002075,3628200.4221
z002076,4731207.9366
z002077,2881124.9968
z002078,4113064.7483
z002079,4007272.5847
z002080,5110280.0992
z002081,901693.5657
z002082,2135245.8978
z002083,3252759.826
z002084,4355767.3405
z002085,1909535.657
z002086,3143087.989
z002087,3490923.7005
z002088,4593931.215
z002089,1428164.4162
z002090,2661716.7483
z002091,3779230.6766
z002092,4882238.191
z002093,2423856.8186
z002094,3657409.1507
z002095,4005244.8621
z002096,5108252.3766
z002097,1718972.6919
z002098,2950912.4433
z002099,3256653.106
z002100,4359660.6205
z002101,2368669.3926
z002102,3600609.144
z002103,3494816.9805
z002104,4597824.4949
z002105,2245443.5424
z002106,3477383.2939
z002107,3783123.9565
z002108,4886131.471
z002109,2882990.5542
z002110,4114930.3057
z002111,4009138.1421
z002112,5112145.6566
z002113,864787.6428
z002114,2098339.9749
z002115,3159283.4987
z002116,4262291.0132
z002117,1901658.3651
z002118,3135210.6972
z002119,3485416.2442
z002120,4588423.7587
z002121,1425633.5071
z002122,2659185.8392
z002123,3720129.363
z002124,4823136.8775
z002125,2419302.5869
z002126,3652854.919
z002127,4003060.4661
z002128,5106067.9806
z002129,1848554.3042
z002130,3080494.0556
z002131,3165091.2312
z002132,4268098.7457
z002133,2363480.775
z002134,3595420.5264
z002135,3489628.3628
z002136,4592635.8773
z002137,2409400.1685
z002138,3641339.9199
z002139,3725937.0955
z002140,4828944.61
z002141,2881124.9968
z002142,4113064.7483
z002143,4007272.5847
z002144,5110280.0992
z002145,1269834.8032
z002146,2503387.1353
z002147,3328489.6641
z002148,4431497.1786
z002149,1909535.657
z002150,3143087.989
z002151,3490923.7005
z002152,4593931.215
z002153,1796305.6537
z002154,3029857.9858
z002155,3854960.5146
z002156,4957968.0291
